dataset,seed,depth,setting,constraint,method,valid,abstained,cost_l1,cost_l2,sparsity,plausibility,utility,regret,route_accuracy,runtime_sec,chosen_alpha,projection_route
adult,7,3,subgroup_shift,r1_all_mutable,utility_router,0.9444444444444444,0.0,4.805748870382179,1.8661975207282941,7.444444444444445,1.6437276936965999,60.98008580221444,3.511669031180768,0.1111111111111111,8.950000887529112e-05,0.2916666666666667,0.05555555555555555
adult,7,3,subgroup_shift,r1_all_mutable,utility_router_guarded,0.9444444444444444,0.0,4.805748870382179,1.8661975207282941,7.444444444444445,1.6437276936965999,60.98008580221444,3.511669031180768,0.1111111111111111,8.950000887529112e-05,0.2916666666666667,0.05555555555555555
adult,7,3,subgroup_shift,r1_all_mutable,utility_router_no_geometry,0.9444444444444444,0.0,5.088315680026635,1.963592547859199,7.833333333333333,1.6091465613832545,61.27690988645634,3.8084931154226656,0.05555555555555555,9.397222634611252e-05,0.25,0.0
adult,7,3,subgroup_shift,r1_all_mutable,utility_router_no_shift,0.9444444444444444,0.0,4.805748870382179,1.8661975207282941,7.444444444444445,1.6437276936965999,60.98008580221444,3.511669031180768,0.1111111111111111,8.950000887529112e-05,0.2916666666666667,0.05555555555555555
adult,7,3,subgroup_shift,r2_realistic,fixed_blend,1.0,0.0,1.721634683293241,1.255314529897058,1.7777777777777777,2.172306897771187,2.136369606847808,0.0,0.7222222222222222,6.333323350797097e-06,1.0,1.0
adult,7,3,subgroup_shift,r2_realistic,fixed_blend_no_repair,1.0,0.0,1.721634683293241,1.255314529897058,1.7777777777777777,2.172306897771187,2.136369606847808,0.0,0.7222222222222222,3.7333229556679726e-06,1.0,1.0
adult,7,3,subgroup_shift,r2_realistic,knn_mean_k5,1.0,0.0,5.610162813210791,2.3253624451883192,6.666666666666667,1.7675467931425946,6.208628165515513,4.072258558667705,,1.044452397359742e-06,0.0,0.0
adult,7,3,subgroup_shift,r2_realistic,learned_alpha,1.0,0.0,1.7265985756077342,1.255936535228014,2.5555555555555554,2.171864546347665,2.180156035337662,0.04378642848985386,0.7222222222222222,0.0007247000208331005,0.9909907255015534,0.05555555555555555
adult,7,3,subgroup_shift,r2_realistic,learned_router,1.0,0.0,1.721634683293241,1.255314529897058,1.7777777777777777,2.172306897771187,2.136369606847808,0.0,0.7222222222222222,6.333323350797097e-06,1.0,1.0
adult,7,3,subgroup_shift,r2_realistic,learned_router_no_geometry,1.0,0.0,1.721634683293241,1.255314529897058,1.7777777777777777,2.172306897771187,2.136369606847808,0.0,0.7222222222222222,6.333323350797097e-06,1.0,1.0
